orig_path,path,emotion,sentiment,objects_choices_0,objects_choices_1,objects_choices_2,objects_choices_3,objects_choices_4,objects_choices_5,GT_choices_0,GT_choices_1,GT_choices_2,GT_choices_3,GT_choices_4,GT_choices_5,objects_choices_ja_0,objects_choices_ja_1,objects_choices_ja_2,objects_choices_ja_3,objects_choices_ja_4,objects_choices_ja_5,content_context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_26.jpg,images/img_fear_26.jpg,fear,N,Wreath,Building,Hair,Injury,Face,Garage,False,False,True,True,True,False,リース・花輪,建物・ビル,髪,傷,顔,車庫,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_20.jpg,images/img_fear_20.jpg,fear,N,Sea,Sky,Cloud,Building,Window,Food,False,True,True,True,True,False,海,空,雲,建物・ビル,窓,食べ物,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_24.jpg,images/img_fear_24.jpg,fear,N,Sea,Raisins,Person,Rock,Cliff,Tree,True,False,False,True,True,False,海,干しブドウ,人,岩,崖,木,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_113.jpg,images/img_fear_113.jpg,fear,N,Mask,Person,Ankle,Throat,Rock,Outerwear,True,True,False,False,False,True,仮面,人,足首,のど,岩, 防寒着,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_89.jpg,images/img_fear_89.jpg,fear,N,Tongue,Person,Military,Lip,Cutlery,Tooth,True,False,False,True,False,True,舌,人,軍隊,唇,食器,歯,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_76.jpg,images/img_fear_76.jpg,fear,N,Flower,Curtain,Limestone,Road,Lamp,Bee,True,False,False,False,False,True,花,カーテン,石灰石,道,ランプ・灯り,ハチ,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_93.jpg,images/img_fear_93.jpg,fear,N,Warehouse,Water,Tree,Airplane,Tornado,Construction,True,False,True,False,True,False, 倉庫,水,木,飛行機,竜巻,建設,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_75.jpg,images/img_fear_75.jpg,fear,N,Water,Soap,Hand,Blade,Trash,Blood,False,True,True,True,False,True,水,石鹸,手,刃,ゴミ,血,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_207.jpg,images/img_fear_207.jpg,fear,N,Glass,Tunnel,Trash,Building,Sandals,River,True,False,True,True,True,True,ガラス・カラスのコップ,トンネル,ゴミ,建物・ビル,サンダル,川,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_28.jpg,images/img_fear_28.jpg,fear,N,Wall,Person,Crypt,Animal,Transportation,Demolition,True,True,False,False,False,False,壁,人,地下室,動物,交通機関,取り壊し,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_23.jpg,images/img_fear_23.jpg,fear,N,Silhouette,Ball,Fire,Animal,Sky,Bush,True,False,False,False,True,True,シルエット・輪郭,ボール,火,動物,空,茂み,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_139.jpg,images/img_fear_139.jpg,fear,N,Lip,Cloth,Wreath,Hand,Silk,Head,True,False,False,True,False,True,唇,布・服,リース・花輪,手,絹,頭,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_222.jpg,images/img_fear_222.jpg,fear,N,Glass,Medicine,Texture,Water,Hole,Food,True,True,False,True,False,False,ガラス・カラスのコップ,薬,  布地,水,穴,食べ物,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_1.jpg,images/img_sadness_1.jpg,sadness,N,Restaurant,Person,Shoulder,Hand,Lip,Cup,False,True,True,True,False,False,飲食店,人,肩,手,唇,カップ,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_19.jpg,images/img_sadness_19.jpg,sadness,N,Crowd,Asphalt,Hair,Halloween,Ornament,Hug,True,False,True,False,False,True,群衆,アスファルト,髪,ハロウィン,飾り,抱擁,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_53.jpg,images/img_sadness_53.jpg,sadness,N,Book,Lace,Brick,Tent,Leaf,Plant,False,False,False,False,True,True,本,ひも・レース,レンガ,テント,葉,植物,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_203.jpg,images/img_sadness_203.jpg,sadness,N,Crown,Parachute,Railway,Floor,Tree,Boots,True,False,True,False,False,True, ピエロ,パラシュート,線路,床,木,ブーツ・長靴,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_213.jpg,images/img_sadness_213.jpg,sadness,N,Stem,Window,Trash,Brick,Fungus,Flower,True,False,False,False,False,True,茎,窓,ゴミ,レンガ,菌類,花,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_199.jpg,images/img_sadness_199.jpg,sadness,N,Barefoot,Tree,Fence,Roof,Ground,Furniture,True,True,False,False,True,True,裸足,木,柵,屋根,地面,家具,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_182.jpg,images/img_sadness_182.jpg,sadness,N,Military Uniform,Person,Weapon,Crowd,Flower,Traffic Sign,True,True,False,False,False,True,軍服,人,武器,群衆,花, 交通標識,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_121.jpg,images/img_sadness_121.jpg,sadness,N,Letter,Person,Building,Street,Brick,Shorts,True,True,True,True,False,False, 文字,人,建物・ビル,通り,レンガ, 短いズボン,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_177.jpg,images/img_sadness_177.jpg,sadness,N,Smoke,Concert,Advertisement,Crowd,Funeral,Flower,False,False,False,True,True,True,煙,コンサート,広告,群衆, 葬儀,花,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_173.jpg,images/img_sadness_173.jpg,sadness,N,Floor,Tree,Slope,Tomb,Animal,Person,False,True,True,True,False,False,床,木,坂,墓,動物,人,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_226.jpg,images/img_sadness_226.jpg,sadness,N,Planter,Tree,Window,Brick,Frost,Flower,True,False,True,False,False,True,プランター,木,窓,レンガ,霜,花,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_93.jpg,images/img_sadness_93.jpg,sadness,N,Neck,Eye,Lip,Texture,Ground,Tear,True,False,True,False,False,True,首,目,唇,  布地,地面,涙,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_104.jpg,images/img_sadness_104.jpg,sadness,N,Droplet,Invertebrate,Glass,Person,Flower,Building,True,False,True,False,True,False,しずく,無脊椎動物,ガラス・カラスのコップ,人,花,建物・ビル,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_0.jpg,images/img_joy_0.jpg,joy,P,Lighting,Audience,Sea,Ball,Crowd,Rock,True,True,False,False,True,False,照明,聴衆,海,ボール,群衆,岩,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_1.jpg,images/img_joy_1.jpg,joy,P,Sphere,Ornament,Bird Nest,Food,Animal,Plant,True,True,False,False,False,False,球,飾り,鳥の巣,食べ物,動物,植物,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_20.jpg,images/img_joy_20.jpg,joy,P,Sunlight,Sky,Cloud,Land,Fire,Person,True,True,False,True,False,True,太陽光,空,雲,陸地,火,人,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_7.jpg,images/img_joy_7.jpg,joy,P,Person,Hole,Ornament,Flower,Bell,Texture,False,False,True,False,True,False,人,穴,飾り,花,鈴・鐘,  布地,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_8.jpg,images/img_joy_8.jpg,joy,P,Insect,Canvas,Person,Stem,Flower,Weaponry,False,False,False,True,True,False,昆虫,キャンバス,人,茎,花,武器,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_21.jpg,images/img_joy_21.jpg,joy,P,Bush,Rock,Sun,Field,Cow,Dog,True,False,False,True,True,False,茂み,岩,太陽,野原,牛,犬,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_42.jpg,images/img_joy_42.jpg,joy,P,Barefoot,Droplet,Person,Sand,Flower,Sea,False,False,True,True,False,True,裸足,しずく,人,砂,花,海,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_51.jpg,images/img_joy_51.jpg,joy,P,Asphalt,Forest,River,Person,Leisure Activities,Crocodile,False,True,True,True,True,False,アスファルト,森,川,人,レジャー, ワニ,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_55.jpg,images/img_joy_55.jpg,joy,P,Drink,Nail,Sphere,Tobacco,Food,Crystal,True,False,False,False,True,False,飲み物,爪,球,タバコ,食べ物,水晶・結晶,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_69.jpg,images/img_joy_69.jpg,joy,P,Door,Shorts,Outerwear,Sky,Water,Hole,False,False,True,True,True,False,戸, 短いズボン, 防寒着,空,水,穴,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_61.jpg,images/img_joy_61.jpg,joy,P,Trash,Camping,Forest,Frost,Leaf,Sled,False,False,True,True,True,False,ゴミ,キャンプ,森,霜,葉,そり,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_83.jpg,images/img_joy_83.jpg,joy,P,Streetlight,Person,Building,Dog,Texture,Alleyway,True,False,True,False,False,True,街灯,人,建物・ビル,犬,  布地,路地,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_87.jpg,images/img_joy_87.jpg,joy,P,Wreath,Snow,Bus Stop,Accessory,Concrete,Barefoot,True,True,False,False,False,False,リース・花輪,雪,バス停,アクセサリー,コンクリート,裸足,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_92.jpg,images/img_joy_92.jpg,joy,P,Night,Sports,Fireworks,Hand,Flower,Porch,True,False,True,False,False,False,夜,スポーツ,花火,手,花,ポーチ・車寄せ,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_107.jpg,images/img_joy_107.jpg,joy,P,Tree,Tent,Sky,Ferris Wheel,Person,Construction Crane,True,True,True,True,True,False,木,テント,空,観覧車,人,建設クレーン,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_108.jpg,images/img_joy_108.jpg,joy,P,Face,Nut,Camping,Hand,Cloth,Cream,False,True,False,True,False,True,顔,ナッツ,キャンプ,手,布・服,クリーム,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_148.jpg,images/img_joy_148.jpg,joy,P,Raincoat,Sun,Tree,Water,Utility Pole,Person,True,False,True,True,False,True,レインコート,太陽,木,水,電柱,人,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_163.jpg,images/img_joy_163.jpg,joy,P,Tree,Water,Animal,Food,Person,Toe,False,True,True,False,False,False,木,水,動物,食べ物,人,爪先,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_171.jpg,images/img_joy_171.jpg,joy,P,Crowd,Bridge,Sunlight,Train,Raisins,Cloud,False,True,True,False,False,True,群衆,橋,太陽光,鉄道,干しブドウ,雲,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_194.jpg,images/img_joy_194.jpg,joy,P,Teddy Bear,Field,Texture,Road,Rock,Toy,True,False,True,False,False,True,熊のぬいぐるみ,野原,  布地,道,岩,おもちゃ,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_191.jpg,images/img_joy_191.jpg,joy,P,Cup,Footprint,Mud,Snow,Fence,Animal,False,True,False,True,True,True,カップ, 足跡,泥,雪,柵,動物,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_195.jpg,images/img_joy_195.jpg,joy,P,Leisure Activities,Sun,Person,Text,Rope,Bird,True,True,True,False,False,False,レジャー,太陽,人,文字,ロープ,鳥,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_219.jpg,images/img_joy_219.jpg,joy,P,Person,Demolition,Transportation,Cloud,Parade,Amusement Park,True,False,False,True,False,True,人,取り壊し,交通機関,雲,パレード,遊園地,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_228.jpg,images/img_joy_228.jpg,joy,P,Cloud,Cosmetics,Food,Building,Island,Water,True,False,False,False,True,True,雲,化粧品,食べ物,建物・ビル,島,水,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_78.jpg,images/img_surprise_78.jpg,surprise,P,Smoke,Building,Sports,Bike,Dance,Person,False,True,True,True,False,True,煙,建物・ビル,スポーツ,バイク,踊り,人,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_83.jpg,images/img_surprise_83.jpg,surprise,P,Fire,Bottle,Weaponry,Water,Apple,Wasp,False,False,False,True,False,True,火,ビン・ボトル,武器,水,リンゴ,ハチ（スズメバチ）,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_92.jpg,images/img_surprise_92.jpg,surprise,P,Dog,Egg,Rope,Chicken,Straw,Person,False,True,False,True,True,False,犬,卵,ロープ,鶏,麦わら,人,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_108.jpg,images/img_surprise_108.jpg,surprise,P,Sky,Tree,Cloud,Food,Flower,Silk,True,True,True,False,False,False,空,木,雲,食べ物,花,絹,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_136.jpg,images/img_surprise_136.jpg,surprise,P,Ship,Sea,Cloud,Animal,Road,Sand,False,True,True,True,False,False,船,海,雲,動物,道,砂,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_138.jpg,images/img_surprise_138.jpg,surprise,P,Person,Flower,Construction,Paper,Vehicle,Cap,True,True,False,False,True,True,人,花,建設,紙,乗り物,帽子,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_155.jpg,images/img_surprise_155.jpg,surprise,P,Oilfield,Projection Mapping,Tomb,Mud,Building,Night,False,True,False,False,True,True,油田, プロジェクションマッピング,墓,泥,建物・ビル,夜,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_166.jpg,images/img_surprise_166.jpg,surprise,P,Tree,Water,Snow,Person,Glass,Mountain,True,True,True,False,False,True,木,水,雪,人,ガラス・カラスのコップ,山,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_165.jpg,images/img_surprise_165.jpg,surprise,P,Animal,Airport,Grassland,Crowd,Mountain,Cloud,False,False,True,False,True,True,動物,空港,草原,群衆,山,雲,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_186.jpg,images/img_surprise_186.jpg,surprise,P,Hair,Invertebrate,Plant,Parachute,Weaponry,Aqua Scuba,True,True,False,False,False,True,髪,無脊椎動物,植物,パラシュート,武器,スキューバ,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_205.jpg,images/img_surprise_205.jpg,surprise,P,Bird Nest,Motorcycle,Umbrella,Hat,Person,Sled,False,True,True,True,True,False,鳥の巣,オートバイ,傘,帽子,人,そり,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_215.jpg,images/img_surprise_215.jpg,surprise,P,Flower,Water,UFO,Rock,Barefoot,Dog,False,True,True,True,True,False,花,水, UFO,岩,裸足,犬,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_1.jpg,images/img_surprise_1.jpg,surprise,P,Plant,Tree Stump,Soil,Invertebrate,Road,Food,True,False,True,False,False,False,植物,切り株,土,無脊椎動物,道,食べ物,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_6.jpg,images/img_surprise_6.jpg,surprise,P,Building,Water,Accessories,Playground,Window,Restaurant,True,False,False,False,True,False,建物・ビル,水,アクセサリー,遊び場,窓,飲食店,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_11.jpg,images/img_surprise_11.jpg,surprise,P,Animal,Tent,Tree,Person,Cloud,UFO,False,False,True,False,True,True,動物,テント,木,人,雲, UFO,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_14.jpg,images/img_surprise_14.jpg,surprise,P,Cutlery,Indoor,Water,Sunlight,Shorts,Hearth,False,True,True,False,True,False,食器,屋内,水,太陽光, 短いズボン,炉床,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_25.jpg,images/img_surprise_25.jpg,surprise,P,Limestone,Tree,Pig,Sand,Sea,Road,False,True,True,True,True,False,石灰石,木,豚,砂,海,道,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_34.jpg,images/img_surprise_34.jpg,surprise,P,Person,Chair,Light Bulb,Fire,Tent,Plant,True,True,True,False,False,False,人,椅子,電球,火,テント,植物,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_60.jpg,images/img_surprise_60.jpg,surprise,P,Sun,Rock,Hand,Food,Sky,Texture,False,True,False,False,True,False,太陽,岩,手,食べ物,空,  布地,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_95.jpg,images/img_surprise_95.jpg,surprise,P,Concrete,Eclipse,Finger,Sun,Flower,Moon,False,True,False,True,False,True,コンクリート,日食,指,太陽,花,月,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_128.jpg,images/img_surprise_128.jpg,surprise,P,Branch,Leaf,Rock,Mouth,Accessories,Flower,True,True,False,False,False,True,枝,葉,岩,口,アクセサリー,花,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_129.jpg,images/img_surprise_129.jpg,surprise,P,Parachute,Tire,Propeller,Hospital,Person,Airplane,False,True,True,False,False,True,パラシュート,タイヤ,プロペラ,病院,人,飛行機,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_131.jpg,images/img_surprise_131.jpg,surprise,P,Plant,Rainbow,Concrete,Spider Web,Cloud,Rock,True,True,False,False,True,True,植物,虹,コンクリート,クモの巣,雲,岩,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_130.jpg,images/img_surprise_130.jpg,surprise,P,Crowd,Launch,Tree,Rocket,Water,Moon,False,True,True,True,True,False,群衆,打ち上げ,木,ロケット,水,月,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_132.jpg,images/img_surprise_132.jpg,surprise,P,Tree,Grass,Bird,Ball,Flower,Food,False,True,True,False,False,False,木,草,鳥,ボール,花,食べ物,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/surprise/img_surprise_159.jpg,images/img_surprise_159.jpg,surprise,P,Person,Asphalt,Screen,Wreath,Floor,Finger,True,False,True,False,False,True,人,アスファルト,スクリーン,リース・花輪,床,指,context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/anger/img_anger_226.jpg,images/img_anger_226.jpg,anger,N,Person,Dog,Teeth,Sport,Bottle,Lip,True,False,True,False,False,True,人,犬,歯,スポーツ,ビン・ボトル,唇,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/anger/img_anger_137.jpg,images/img_anger_137.jpg,anger,N,Neck,Wood,Blood,Skeleton,Eye,Person,False,False,True,False,True,True,首,木材,血,骸骨,目,人,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/anger/img_anger_184.jpg,images/img_anger_184.jpg,anger,N,Knot,Person,Towel,Finger,Trash,Weapon,False,True,False,True,False,True,結び目,人,タオル,指,ゴミ,武器,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/anger/img_anger_203.jpg,images/img_anger_203.jpg,anger,N,Person,Eye,Flower,Weapon,Tub,Finger,True,True,False,False,False,True,人,目,花,武器,桶・たらい,指,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/disgust/img_disgust_38.jpg,images/img_disgust_38.jpg,disgust,N,Restaurant,Prison,Insect,Glass,Tunnel,Construction,False,False,True,False,False,False,飲食店,刑務所・監獄,昆虫,ガラス・カラスのコップ,トンネル,建設,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/disgust/img_disgust_137.jpg,images/img_disgust_137.jpg,disgust,N,Rust,Drink,Invertebrate,Lamp,Clothing,Hand,False,False,True,False,False,True,錆び,飲み物,無脊椎動物,ランプ・灯り,衣服,手,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/disgust/img_disgust_4.jpg,images/img_disgust_4.jpg,disgust,N,Accessories,Insect,Person,Limestone,Injury,Injection,False,True,False,False,False,False,アクセサリー,昆虫,人,石灰石,傷,注射,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/disgust/img_disgust_12.jpg,images/img_disgust_12.jpg,disgust,N,Construction,Invertebrate,Field,Dog,Flower,Accessories,False,True,False,False,False,False,建設,無脊椎動物,野原,犬,花,アクセサリー,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_211.jpg,images/img_fear_211.jpg,fear,N,Hospital,Finger,Nose,Military,Tile,Person,False,True,True,False,False,True,病院,指, 鼻,軍隊,タイル,人,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_199.jpg,images/img_fear_199.jpg,fear,N,Ground,Water,Back,Dragon,Head,Flower,False,False,False,False,True,False,地面,水,背中,ドラゴン,頭,花,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_40.jpg,images/img_fear_40.jpg,fear,N,Mask,Ear,Drink,Dog,Staircase,Person,True,True,False,False,False,True,仮面,耳,飲み物,犬,階段,人,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/fear/img_fear_203.jpg,images/img_fear_203.jpg,fear,N,Person,Bottle,Hand,Food,Crowd,Spider,True,False,True,False,False,True,人,ビン・ボトル,手,食べ物,群衆,クモ,content
